gene,gene_effect,z_score,mean,stddev
COX15,-0.8366995016672818,-2.07895709385226,-0.3757019146033528,0.2217446374565196
RUNX1,-0.6036956413816077,-2.078134957273119,-0.016565320514925454,0.2825275224844402
CYS1,-0.6185877429457858,-2.0760608798499187,-0.2056153844858361,0.19892112147010063
FAM163A,-0.23026439362972692,-2.075983978686337,0.0042838916595341215,0.11298174152465326
MAGEA11,-0.35821067153665775,-2.0756070760863907,-0.08550752638665826,0.13138476366354856
USP21,-0.39329322110735043,-2.0746866422439694,-0.15423400495877657,0.11522666183940375
AJUBA,-0.38555891933747083,-2.0720175876403504,-0.017685963168869206,0.1775433559845125
DZIP1,-0.09343115812123876,-2.071382848575745,0.1016599475216049,0.09418399200176136
INAFM1,-0.3719201845758041,-2.067932725223863,-0.10444702157235723,0.1293432613841399
CCDC42,-0.028252077916086304,-2.0654888395186966,0.16235859737636574,0.09228356582980542
INO80B,-0.9192498386534642,-2.064908808335535,-0.45346920935802093,0.2255695880685869
ZP1,-0.3183361267497253,-2.063485464371279,-0.05930123233047182,0.1255326964458063
MEF2D,-0.45808439957151836,-2.0598639124442943,-0.1040246078121165,0.1718850403759267
DDX47,-2.276369207978274,-2.0577780264323904,-1.5471030878700662,0.3543949399501318
EMC6,-0.8842747629219812,-2.0573702208588553,-0.26489725203197256,0.30105301642377597
MRM3,-0.7200072182375441,-2.0547210356608203,-0.25192513150828416,0.2278080958949835
MICOS10,-1.310247427034938,-2.053233736703771,-0.540919763867495,0.37469073754969057
ERCC1,-0.5236653284410602,-2.052913272511809,-0.2179850002289766,0.1489007510960623
LRRC41,-0.3630938154415522,-2.051695601899229,-0.07008998980046899,0.14281057354212448
CRNKL1,-2.528716029356474,-2.050683983491969,-1.7772932544314255,0.36642543706100544
NCDN,-0.5126778237722565,-2.0493530732503378,-0.18783421188030322,0.15851032022351383
CXCL17,-0.29883443347125693,-2.047698183101183,-0.04306806409539993,0.12490432988933253
SMIM8,-0.1857499235973894,-2.047198033901659,0.07198697379761891,0.125897393963299
H2BC21,-1.238745840001839,-2.0449074464967736,-0.6890462069516097,0.26881394265150993
COL9A3,-0.3713198325918198,-2.042685507872001,-0.0897368294938697,0.1378494153959576
UCN,-0.592030587738315,-2.0424103321027127,-0.22822799098488875,0.17812414627715004
LYPLA1,-0.43956803677057715,-2.040963020900959,-0.14331899105747603,0.14515159886744322
CLDN9,-0.29043947916861845,-2.038929263745808,-0.006058039716961224,0.13947587319886096
PABIR3,-0.0065011544708820646,-2.038479695800235,0.2450835644294282,0.12341781937717414
MTG2,-1.058849133744224,-2.0378392128964786,-0.4577525270234045,0.2949676318508231
H4C5,-0.44456598481759324,-2.03718422864688,-0.14165922742227402,0.14868893698264748
SLC20A1,-0.8036974258579155,-2.034739074839743,-0.30641721295968244,0.24439507701369476
CPLX3,-0.14606882162430582,-2.0337773940423816,0.11932530659670806,0.130493203926075
TFB2M,-1.3160833790878121,-2.033581645210872,-0.6657491702550659,0.31979744229315654
TMCO3,-0.3752495965237359,-2.032087789108561,-0.11384638712996442,0.1286377541338626
EFCAB14,-0.2606788273804467,-2.0316845973826423,-0.0313619413973246,0.11287031770509265
TENT4B,-0.60150352048304,-2.031381169877433,-0.1329287947508205,0.23066804629310006
MCRS1,-1.0484017822580345,-2.0263223091478126,-0.639232132400435,0.2019272294493364
TMEM255B,-0.23009952326416264,-2.0259110044942843,-0.00462153568055796,0.11129708416776647
RIIAD1,-0.30637479490875386,-2.0256686967295563,-0.04965095063800408,0.1267353564209343
ADPRHL1,-0.35399333951984663,-2.024591316315341,-0.08054690510193108,0.13506253445538577
DHODH,-1.118283729661686,-2.013318784828269,-0.4295759845035439,0.3420758552237356
NUP210L,-0.21937945635344672,-2.011862946656115,0.0034035584350920996,0.1107346875485842
CD1E,-0.23696760528660465,-2.0115223792337114,-0.03658490800174232,0.0996174337176393
BCL6,-0.6217331275580005,-2.0096638629924333,-0.11277858898610676,0.2532535654067289
IQGAP1,-0.41980121939230197,-2.0095578827386653,-0.031742325680527525,0.19310660172819707
EGFL8,-0.2241472853359959,-2.007832162859869,0.04168488860600359,0.13239760716023177
FARP1,-0.14057758278288857,-2.007807623731809,0.04856094580922209,0.09420151928727544
C1orf226,-0.3545896044603394,-2.007255741172243,-0.08232566822364087,0.1356398841722558
CFAP91,-0.1821444988586405,-2.005617451386662,0.05244554726828012,0.11696649626015553
POU2F2,-0.14475513191068912,-2.005425123480579,0.12390515721880936,0.13396675148021314
MTERF3,-0.6703549548224637,-2.0048602528207264,-0.24214201272230712,0.21358742660376695
ITGAE,-0.13187399717757997,-2.0047032431875684,0.0859089446074718,0.10863600012876073
MCM2,-2.549307970650931,-2.003073301121294,-1.8402273414470651,0.3539963459185103
SIN3A,-1.4325922304239573,-2.0007233791004135,-0.853713110345324,0.2893349106256333
ZNF556,-0.22032874297053437,-2.0002180165846433,0.0012195394791503244,0.11076206724103838
FMOD,-0.11108944908522915,-1.9982874082364395,0.1064426963695412,0.10885928848781082
TMEM121B,-0.34768794315894835,-1.9979467635478965,-0.08325581167299186,0.13235194065751058
ACP1,-0.13248665065429097,-1.9959497960310855,0.12753675519019483,0.13027552414471458
RAB25,-0.37564204736753004,-1.9945588517047192,-0.12510262724013727,0.12561144531446666
CAMKK2,-0.4951228632549147,-1.991914513031227,-0.21110229758373872,0.14258672438656178
MRPS16,-1.3290582150520556,-1.991090109959358,-0.6918630691704226,0.3200232589647283
