gene,gene_effect,z_score,mean,stddev
TMCO5A,-0.16951694093436964,-0.7398562426919769,-0.06489072759758036,0.1414142468489627
OR51G2,-0.02272601489823437,-0.7397351378411466,0.05409125060960276,0.10384428368783685
ADAM17,-0.05207274453546354,-0.739682752784231,0.0575900035053473,0.14825646214952368
CIMIP2B,-0.13174085115714662,-0.7395462548558807,-0.03830315667095833,0.12634462533299828
CXorf58,-0.17920794541282642,-0.7392606576561576,-0.08370597052251269,0.12918579380797143
FOXE3,-0.10141703594146573,-0.7392277898750298,-0.021681761771499133,0.10786292839916942
PRAG1,0.05216703663715573,-0.7390752749108063,0.15539518290652937,0.13967203311169016
SMAD2,-0.03850912166044125,-0.7388851669858485,0.040272778118993824,0.10662265707784055
ZNF366,-0.16303703983955656,-0.7387977231082716,-0.06570465852926456,0.13174428976417923
PPIA,-1.1226074223925633,-0.738575945533874,-0.8686263904548416,0.3438793714763259
TRAPPC3,-1.9372828573742016,-0.7382984603618572,-1.6707759150660972,0.3609745334935185
CCR6,-0.063499068155169,-0.7377718349887085,0.0020091434760401814,0.0887919659229222
QRFPR,-0.13454728351186232,-0.7375165325040718,-0.04161424145602369,0.12600807976508047
LRRC63,-0.00873188322362093,-0.7374630847168501,0.06039736267922923,0.09373926279902191
OPRD1,-0.010732861616992481,-0.7371459294443543,0.0886468206850496,0.13481683657529314
ABCC10,-0.21345827966575204,-0.7371425289949013,-0.12323319550237229,0.12239842447620305
INTS13,-0.5655104645399575,-0.7367959032038782,-0.38931610455760823,0.2391359116088823
ZBTB3,-0.22808470498283168,-0.7365092229054404,-0.12418551765378884,0.14106977088375489
GCGR,-0.049345211856618235,-0.7364370113553377,0.03903360392172693,0.1200086557514171
GMDS,0.0008143559074221263,-0.7363772238572268,0.08758972475087473,0.11784091907258273
SLC25A19,-0.41748895927599255,-0.7362987731924339,-0.2456639479336422,0.23336316397398554
TG,-0.052800908422232534,-0.7361787451081641,0.03008709292160304,0.1125922228733419
OR1L1,-0.07968733945864198,-0.7360058418857314,-0.008301666796645383,0.09699063322527211
PDCD6,-0.5947194722053092,-0.7350300260238523,-0.4334372135546692,0.21942268062584735
H2AC20,-1.210351992647183,-0.7341744165988018,-1.00850101987416,0.27493599369497906
ZNF57,-0.08486756989706362,-0.7341671282147395,0.016151497755352212,0.13759682743909007
ERF,-0.0723675981800178,-0.7340265713161028,0.0348481947437579,0.14606527490079654
SUSD1,-0.00780028390321523,-0.733815135041621,0.06583551596201374,0.10034652646003608
PEX6,-0.4549584732648537,-0.7337465732519983,-0.28605958405094806,0.23018695469382305
STIM1,-0.13477040888157232,-0.7336357390013382,-0.03351214214069211,0.1380225381041524
BPIFA2,0.04621803487237991,-0.7332525085799474,0.11786600126206478,0.09771254179333368
UBL3,-0.013779747611896431,-0.7330174060788112,0.06854702235589683,0.11231216241943073
ZNF655,-0.215595588520562,-0.7330097230021935,-0.12460473060489592,0.12413322096601136
PLEKHA7,-0.050215795901659505,-0.732984170900875,0.03922949494526304,0.12202895287218783
MRPL40,-0.5052535521390759,-0.7327398461068161,-0.33121662606931096,0.23751530231971915
KIAA1671,-0.08795614816469143,-0.7324728045451901,0.014605006220168791,0.1400204263536349
PHF11,0.022466473738627202,-0.7322303429441839,0.09937889968949312,0.10503856701924297
PCLAF,-0.1009592557696034,-0.7320319289819082,-0.002421680644273689,0.1346083022121362
ZNF609,-0.15293574292066647,-0.7312794103277157,-0.04871423594649878,0.14251940571861835
