"","WT","BL-Trunk","BL-Intermediate","BL-Private"
"SBS1",299.683250003578,63.5837137247289,20.0384008848168,65.5253663290864
"SBS17b",0,0,5.40858976171595,508.983775286554
"SBS18",1033.91847486279,46.055931722367,44.2217522601968,9776.81292707709
"SBS7a",41.9869836102135,0,2.88343405719837,668.278962409942
"SBS9",172.31462747743,163.951569821432,63.2424489694739,43.8788960865614
"SBSblood",2440.22675366298,198.64908657602,88.5061872581353,14597.1321045019
