"","WT","BL-Trunk","BL-Intermediate","BL-Private"
"SBS1",603.627802490819,85.315404964372,58.5582194717412,24.4915756206098
"SBS17b",0,0,2.69649277182042,1957.82652822278
"SBS18",348.665716003456,123.071518917807,172.324345411921,4676.14613822945
"SBS7a",277.534346224135,0,2.54796974778331,888.427545098025
"SBS9",349.43411556847,159.348147360326,110.007086021666,609.976735460814
"SBSblood",4827.2845516942,280.601488002217,299.764296369064,16102.1823688454
