"","WT","BL-Trunk","BL-Intermediate","BL-Private"
"SBS1",848.368431336275,55.1035691950966,30.7272623012198,84.8095938223592
"SBS17b",0,0,5.10667121864475,0
"SBS18",4479.43442597708,45.8783954781442,49.5891145924225,3553.78302519983
"SBS7a",351.726459667189,0,1.62265119279152,346.579866694825
"SBS9",1375.61779667037,57.0767088555607,57.705685744064,0
"SBSblood",12899.991494404,186.130973941046,91.638614914398,6653.18970541588
